"ID";"Activo (0/1)";"Nombre*";"Categorías (xyz...)";"Precio sin IVA o Precios con IVA";"ID regla de impuestos";"Precio mayorista";"En rebaja (0/1)";"Valor del descuento";"Porcentaje del descuento";"Descuento desde (aaaa-mm-dd)";"Descuento hasta (aaaa-mm-dd)";"Referencia nº";"N° de referencia proveedor";"Proveedor";"Fabricante";"EAN13";"UPC";"Ecotasa";"Peso";"Cantidad";"Descripción corta";"Descripción";"Etiquetas (x,y,z...)";"Meta-título";"Meta-palabras clave";"Meta-descripción";"Enlace reescrito";"Texto para cuando está disponible";"Texto para cuando se permiten pedidos en espera";"Disponible para ordenar (0 = No, 1 = Si)";"Fecha en la que se añadieron productos";"Mostrar Precio (0 = No, 1 = Si)";"URL's de las imágenes (x,y,z...)";"Elimine las imágenes existentes (0 = no, 1 = si)";"Característica (Nombre:Valor:Posición)";"Solo disponible por Internet (0 = No, 1 = Si)";"Condition";"ID / Nombre de la tiend"
;1;"CRA PALMERS VIT-EP SECA-ASPER";"FARMACIA Y MEDICAMENTOS";40,320000;1;43,001200;0;;;;;10181040023;17600095;"Nadro";"E.T.BROWNE";;;;;5;;;;"E.T.BROWNE - CRA PALMERS VIT-EP SECA-ASPER";;;"cra-palmers-vit-ep-seca-asper-10181040023";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"CRA PALMERS MSJEVIT-E ESTRIAS";"FARMACIA Y MEDICAMENTOS";51,240000;1;55,088400;0;;;;;10181040290;17600001;"Nadro";"E.T.BROWNE";;;;;5;;;;"E.T.BROWNE - CRA PALMERS MSJEVIT-E ESTRIAS";;;"cra-palmers-msjevit-e-estrias-10181040290";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"CRA PALMERS VIT-E ESTRIAS LIQ";"FARMACIA Y MEDICAMENTOS";51,240000;1;55,088400;0;;;;;10181040412;17600028;"Nadro";"E.T.BROWNE";;;;;5;;;;"E.T.BROWNE - CRA PALMERS VIT-E ESTRIAS LIQ";;;"cra-palmers-vit-e-estrias-liq-10181040412";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"ADERMA BARRA DERMOLIMPIADORA10";"FARMACIA Y MEDICAMENTOS";77,280000;1;82,742800;0;;;;;3282771057385;20300272;"Nadro";"FABRE DERM";;;;;5;;;;"FABRE DERM - ADERMA BARRA DERMOLIMPIADORA10";;;"aderma-barra-dermolimpiadora10-3282771057385";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"AVENE ELUAGE CRA NOCHE 30ML";"FARMACIA Y MEDICAMENTOS";372,960000;1;403,216000;0;;;;;3282776367083;20301112;"Nadro";"FABRE DERM";;;;;5;;;;"FABRE DERM - AVENE ELUAGE CRA NOCHE 30ML";;;"avene-eluage-cra-noche-30ml-3282776367083";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"AVENE FPS50 BLOQSOL CRA FAC 50";"FARMACIA Y MEDICAMENTOS";228,480000;1;246,801600;0;;;;;3282776367267;20300868;"Nadro";"FABRE DERM";;;;;5;;;;"FABRE DERM - AVENE FPS50 BLOQSOL CRA FAC 50";;;"avene-fps50-bloqsol-cra-fac-50-3282776367267";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"AVENE FPS 50 CRA CORPORAL 100";"FARMACIA Y MEDICAMENTOS";243,600000;1;263,494000;0;;;;;3282776367410;20300922;"Nadro";"FABRE DERM";;;;;5;;;;"FABRE DERM - AVENE FPS 50 CRA CORPORAL 100";;;"avene-fps-50-cra-corporal-100-3282776367410";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"AVENE TRIXERA CRA EMOLIENTE 20";"FARMACIA Y MEDICAMENTOS";235,200000;1;253,750000;0;;;;;3282776421297;20301376;"Nadro";"FABRE DERM";;;;;5;;;;"FABRE DERM - AVENE TRIXERA CRA EMOLIENTE 20";;;"avene-trixera-cra-emoliente-20-3282776421297";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"AVENE BLOQ FPS50 SPY CORP 200M";"FARMACIA Y MEDICAMENTOS";273,840000;1;295,463600;0;;;;;3282776432392;20301457;"Nadro";"FABRE DERM";;;;;5;;;;"FABRE DERM - AVENE BLOQ FPS50 SPY CORP 200M";;;"avene-bloq-fps50-spy-corp-200m-3282776432392";"Disponible";"No Disponible";1;;1;;0;;0;"new";
;1;"AVENE BLOQ FPS50 INFSPYCORP 20";"FARMACIA Y MEDICAMENTOS";273,840000;1;295,463600;0;;;;;3282776456428;20301449;"Nadro";"FABRE DERM";;;;;5;;;;"FABRE DERM - AVENE BLOQ FPS50 INFSPYCORP 20";;;"avene-bloq-fps50-infspycorp-20-3282776456428";"Disponible";"No Disponible";1;;1;;0;;0;"new";
